index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4438	4438	4438	paper:non_monotone:lexical_knowledge					only 12 aliens used some quarters.	only 12 aliens used coins.						neutral
4439	4439	4439	paper:upward_monotone:lexical_knowledge					every alien ate meat.	every alien ate pork.						neutral
4440	4440	4440	paper:upward_monotone:lexical_knowledge					every alien read books.	every alien read sci-fi novels.						neutral
4441	4441	4441	paper:upward_monotone:lexical_knowledge					every alien saw birds.	every alien saw doves.						neutral
4442	4442	4442	paper:upward_monotone					every alien threw balls.	every alien threw tennis balls.						neutral
4443	4443	4443	paper:upward_monotone:lexical_knowledge					every alien ate pork.	every alien ate meat.						entailment
4444	4444	4444	paper:upward_monotone:lexical_knowledge					every alien read sci-fi novels.	every alien read books.						entailment
4445	4445	4445	paper:upward_monotone:lexical_knowledge					every alien saw doves.	every alien saw birds.						entailment
4446	4446	4446	paper:upward_monotone					every alien threw tennis balls.	every alien threw balls.						entailment
4447	4447	4447	paper:upward_monotone:lexical_knowledge					many aliens ate meat.	many aliens ate pork.						neutral
4448	4448	4448	paper:upward_monotone:lexical_knowledge					many aliens read books.	many aliens read sci-fi novels.						neutral
4449	4449	4449	paper:upward_monotone:lexical_knowledge					many aliens saw birds.	many aliens saw doves.						neutral
4450	4450	4450	paper:upward_monotone					many aliens threw balls.	many aliens threw tennis balls.						neutral
4451	4451	4451	paper:upward_monotone:lexical_knowledge					many aliens ate pork.	many aliens ate meat.						entailment
4452	4452	4452	paper:upward_monotone:lexical_knowledge					many aliens read sci-fi novels.	many aliens read books.						entailment
4453	4453	4453	paper:upward_monotone:lexical_knowledge					many aliens saw doves.	many aliens saw birds.						entailment
4454	4454	4454	paper:upward_monotone					many aliens threw tennis balls.	many aliens threw balls.						entailment
4455	4455	4455	paper:upward_monotone:lexical_knowledge					the purple alien ate meat.	the purple alien ate pork.						neutral
4456	4456	4456	paper:upward_monotone:lexical_knowledge					the purple alien read books.	the purple alien read sci-fi novels.						neutral
4457	4457	4457	paper:upward_monotone:lexical_knowledge					the purple alien saw birds.	the purple alien saw doves.						neutral
4458	4458	4458	paper:upward_monotone					the purple alien threw balls.	the purple alien threw tennis balls.						neutral
4459	4459	4459	paper:upward_monotone:lexical_knowledge					the yellow alien ate pork.	the yellow alien ate meat.						entailment
4460	4460	4460	paper:upward_monotone:lexical_knowledge					the yellow alien read sci-fi novels.	the yellow alien read books.						entailment
4461	4461	4461	paper:upward_monotone:lexical_knowledge					the yellow alien saw doves.	the yellow alien saw birds.						entailment
4462	4462	4462	paper:upward_monotone					the yellow alien threw tennis balls.	the yellow alien threw balls.						entailment
4463	4463	4463	paper:upward_monotone					every alien read some magazines.	every alien read news magazines.						neutral
4464	4464	4464	paper:upward_monotone					every alien ate at some restaurants.	every alien ate at mexican restaurants.						neutral
4465	4465	4465	paper:upward_monotone:lexical_knowledge					every alien bought some clothes.	every alien bought shirts.						neutral
4466	4466	4466	paper:upward_monotone:lexical_knowledge					every alien used some coins.	every alien used quarters.						neutral
4467	4467	4467	paper:upward_monotone					every alien read some news magazines.	every alien read magazines.						entailment
4468	4468	4468	paper:upward_monotone					every alien ate at some mexican restaurants.	every alien ate at restaurants.						entailment
4469	4469	4469	paper:upward_monotone:lexical_knowledge					every alien bought some shirts.	every alien bought clothes.						entailment
4470	4470	4470	paper:upward_monotone:lexical_knowledge					every alien used some quarters.	every alien used coins.						entailment
4471	4471	4471	paper:upward_monotone					many aliens read some magazines.	many aliens read news magazines.						neutral
4472	4472	4472	paper:upward_monotone					many aliens ate at some restaurants.	many aliens ate at mexican restaurants.						neutral
4473	4473	4473	paper:upward_monotone:lexical_knowledge					many aliens bought some clothes.	many aliens bought shirts.						neutral
4474	4474	4474	paper:upward_monotone:lexical_knowledge					many aliens used some coins.	many aliens used quarters.						neutral
4475	4475	4475	paper:upward_monotone					many aliens read some news magazines.	many aliens read magazines.						entailment
4476	4476	4476	paper:upward_monotone					many aliens ate at some mexican restaurants.	many aliens ate at restaurants.						entailment
4477	4477	4477	paper:upward_monotone:lexical_knowledge					many aliens bought some shirts.	many aliens bought clothes.						entailment
4478	4478	4478	paper:upward_monotone:lexical_knowledge					many aliens used some quarters.	many aliens used coins.						entailment
4479	4479	4479	paper:upward_monotone					the red alien read some magazines.	the red alien read news magazines.						neutral
4480	4480	4480	paper:upward_monotone					the red alien ate at some restaurants.	the red alien ate at mexican restaurants.						neutral
4481	4481	4481	paper:upward_monotone:lexical_knowledge					the red alien bought some clothes.	the red alien bought shirts.						neutral
4482	4482	4482	paper:upward_monotone:lexical_knowledge					the red alien used some coins.	the red alien used quarters.						neutral
4483	4483	4483	paper:upward_monotone					the blue alien read some news magazines.	the blue alien read magazines.						entailment
4484	4484	4484	paper:upward_monotone					the blue alien ate at some mexican restaurants.	the blue alien ate at restaurants.						entailment
4485	4485	4485	paper:upward_monotone:lexical_knowledge					the blue alien bought some shirts.	the blue alien bought clothes.						entailment
4486	4486	4486	paper:upward_monotone:lexical_knowledge					the blue alien used some quarters.	the blue alien used coins.						entailment
4487	4487	4487	paper:downward_monotone					few aliens read any magazines.	few aliens read any news magazines.						entailment
4488	4488	4488	paper:downward_monotone:lexical_knowledge					few aliens read any books.	few aliens read any sci-fi novels.						entailment
4489	4489	4489	paper:downward_monotone:lexical_knowledge					few aliens bought any clothes.	few aliens bought any shirts.						entailment
4490	4490	4490	paper:downward_monotone					few aliens threw any balls.	few aliens threw any tennis balls.						entailment
4491	4491	4491	paper:downward_monotone					few aliens read any news magazines.	few aliens read any magazines.						neutral
4492	4492	4492	paper:downward_monotone:lexical_knowledge					few aliens read any sci-fi novels.	few aliens read any books.						neutral
4493	4493	4493	paper:downward_monotone:lexical_knowledge					few aliens bought any shirts.	few aliens bought any clothes.						neutral
4494	4494	4494	paper:downward_monotone					few aliens threw any tennis balls.	few aliens threw any balls.						neutral
4495	4495	4495	paper:downward_monotone					the red alien did not read any magazines.	the red alien did not read any news magazines.						entailment
4496	4496	4496	paper:downward_monotone:lexical_knowledge					the red alien did not read any books.	the red alien did not read any sci-fi novels.						entailment
4497	4497	4497	paper:downward_monotone:lexical_knowledge					the red alien did not buy any clothes.	the red alien did not buy any shirts.						entailment
4498	4498	4498	paper:downward_monotone					the red alien did not throw any balls.	the red alien did not throw tennis balls.						entailment
4499	4499	4499	paper:downward_monotone					the blue alien did not read any news magazines.	the blue alien did not read any magazines.						neutral
4500	4500	4500	paper:downward_monotone:lexical_knowledge					the blue alien did not read any sci-fi novels.	the blue alien did not read any books.						neutral
4501	4501	4501	paper:downward_monotone:lexical_knowledge					the blue alien did not buy any shirts.	the blue alien did not buy any clothes.						neutral
4502	4502	4502	paper:downward_monotone					the blue alien did not throw tennis balls.	the blue alien did not throw any balls.						neutral
4503	4503	4503	paper:downward_monotone					no alien read any magazines.	no alien read any news magazines.						entailment
4504	4504	4504	paper:downward_monotone:lexical_knowledge					no alien read any books.	no alien read any sci-fi novels.						entailment
4505	4505	4505	paper:downward_monotone:lexical_knowledge					no alien bought any clothes.	no alien bought any shirts.						entailment
4506	4506	4506	paper:downward_monotone					no alien threw any balls.	no alien threw any tennis balls.						entailment
4507	4507	4507	paper:downward_monotone					no alien read any news magazines.	no alien read any magazines.						neutral
4508	4508	4508	paper:downward_monotone:lexical_knowledge					no alien read any sci-fi novels.	no alien read any books.						neutral
4509	4509	4509	paper:downward_monotone:lexical_knowledge					no alien bought any shirts.	no alien bought any clothes.						neutral
4510	4510	4510	paper:downward_monotone					no alien threw any tennis balls.	no alien threw any balls.						neutral
4511	4511	4511	paper:downward_monotone:lexical_knowledge					few aliens drank soda.	few aliens drank coke.						entailment
4512	4512	4512	paper:downward_monotone					few aliens ate at restaurants.	few aliens ate at mexican restaurants.						entailment
4513	4513	4513	paper:downward_monotone:lexical_knowledge					few aliens played with toys.	few aliens played with toy cars.						entailment
4514	4514	4514	paper:downward_monotone:lexical_knowledge					few aliens used coins.	few aliens used quarters.						entailment
4515	4515	4515	paper:downward_monotone:lexical_knowledge					few aliens drank coke.	few aliens drank soda.						neutral
4516	4516	4516	paper:downward_monotone					few aliens ate at mexican restaurants.	few aliens ate at restaurants.						neutral
4517	4517	4517	paper:downward_monotone:lexical_knowledge					few aliens played with toy cars.	few aliens played with toys.						neutral
4518	4518	4518	paper:downward_monotone:lexical_knowledge					few aliens used quarters.	few aliens used coins.						neutral
4519	4519	4519	paper:downward_monotone:lexical_knowledge					the purple alien did not drink soda.	the purple alien did not drink coke.						entailment
4520	4520	4520	paper:downward_monotone					the purple alien did not eat at restaurants.	the purple alien did not eat at mexican restaurants.						entailment
4521	4521	4521	paper:downward_monotone:lexical_knowledge					the purple alien did not play with toys.	the purple alien did not play with toy cars.						entailment
4522	4522	4522	paper:downward_monotone:lexical_knowledge					the purple alien did not use coins.	the purple alien did not use quarters.						entailment
4523	4523	4523	paper:downward_monotone:lexical_knowledge					the yellow alien did not drink coke.	the yellow alien did not drink soda.						neutral
4524	4524	4524	paper:downward_monotone					the yellow alien did not eat at mexican restaurants.	the yellow alien did not eat at restaurants.						neutral
4525	4525	4525	paper:downward_monotone:lexical_knowledge					the yellow alien did not play with toy cars.	the yellow alien did not play with toys.						neutral
4526	4526	4526	paper:downward_monotone:lexical_knowledge					the yellow alien did not use quarters.	the yellow alien did not use coins.						neutral
4527	4527	4527	paper:downward_monotone:lexical_knowledge					no alien drank soda.	no alien drank coke.						entailment
4528	4528	4528	paper:downward_monotone					no alien ate at restaurants.	no alien ate at mexican restaurants.						entailment
4529	4529	4529	paper:downward_monotone:lexical_knowledge					no alien played with toys.	no alien played with toy cars.						entailment
4530	4530	4530	paper:downward_monotone:lexical_knowledge					no alien used coins.	no alien used quarters.						entailment
4531	4531	4531	paper:downward_monotone:lexical_knowledge					no alien drank coke.	no alien drank soda.						neutral
4532	4532	4532	paper:downward_monotone					no alien ate at mexican restaurants.	no alien ate at restaurants.						neutral
4533	4533	4533	paper:downward_monotone:lexical_knowledge					no alien played with toy cars.	no alien played with toys.						neutral
4534	4534	4534	paper:downward_monotone:lexical_knowledge					no alien used quarters.	no alien used coins.						neutral
4535	4535	4535	paper:non_monotone					exactly 12 aliens read any magazines.	exactly 12 aliens read any news magazines.						neutral
4536	4536	4536	paper:non_monotone:lexical_knowledge					exactly 12 aliens read any books.	exactly 12 aliens read any sci-fi novels.						neutral
4537	4537	4537	paper:non_monotone:lexical_knowledge					exactly 12 aliens bought any clothes.	exactly 12 aliens bought any shirts.						neutral
4538	4538	4538	paper:non_monotone					exactly 12 aliens threw any balls.	exactly 12 aliens threw any tennis balls.						neutral
4539	4539	4539	paper:non_monotone					exactly 12 aliens read any news magazines.	exactly 12 aliens read any magazines.						neutral
4540	4540	4540	paper:non_monotone:lexical_knowledge					exactly 12 aliens read any sci-fi novels.	exactly 12 aliens read any books.						neutral
4541	4541	4541	paper:non_monotone:lexical_knowledge					exactly 12 aliens bought any shirts.	exactly 12 aliens bought any clothes.						neutral
4542	4542	4542	paper:non_monotone					exactly 12 aliens threw any tennis balls.	exactly 12 aliens threw any balls.						neutral
4543	4543	4543	paper:non_monotone					only 12 aliens read any magazines.	only 12 aliens read any news magazines.						neutral
4544	4544	4544	paper:non_monotone:lexical_knowledge					only 12 aliens read any books.	only 12 aliens read any sci-fi novels.						neutral
4545	4545	4545	paper:non_monotone:lexical_knowledge					only 12 aliens bought any clothes.	only 12 aliens bought any shirts.						neutral
4546	4546	4546	paper:non_monotone					only 12 aliens threw any balls.	only 12 aliens threw any tennis balls.						neutral
4547	4547	4547	paper:non_monotone					only 12 aliens read any news magazines.	only 12 aliens read any magazines.						neutral
4548	4548	4548	paper:non_monotone:lexical_knowledge					only 12 aliens read any sci-fi novels.	only 12 aliens read any books.						neutral
4549	4549	4549	paper:non_monotone:lexical_knowledge					only 12 aliens bought any shirts.	only 12 aliens bought any clothes.						neutral
4550	4550	4550	paper:non_monotone					only 12 aliens threw any tennis balls.	only 12 aliens threw any balls.						neutral
4551	4551	4551	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank soda.	exactly 12 aliens drank coke.						neutral
4552	4552	4552	paper:non_monotone					exactly 12 aliens ate at restaurants.	exactly 12 aliens ate at mexican restaurants.						neutral
4553	4553	4553	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with toys.	exactly 12 aliens played with toy cars.						neutral
4554	4554	4554	paper:non_monotone:lexical_knowledge					exactly 12 aliens used coins.	exactly 12 aliens used quarters.						neutral
4555	4555	4555	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank coke.	exactly 12 aliens drank soda.						neutral
4556	4556	4556	paper:non_monotone					exactly 12 aliens ate at mexican restaurants.	exactly 12 aliens ate at restaurants.						neutral
4557	4557	4557	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with toy cars.	exactly 12 aliens played with toys.						neutral
4558	4558	4558	paper:non_monotone:lexical_knowledge					exactly 12 aliens used quarters.	exactly 12 aliens used coins.						neutral
4559	4559	4559	paper:non_monotone:lexical_knowledge					only 12 aliens drank soda.	only 12 aliens drank coke.						neutral
4560	4560	4560	paper:non_monotone					only 12 aliens ate at restaurants.	only 12 aliens ate at mexican restaurants.						neutral
4561	4561	4561	paper:non_monotone:lexical_knowledge					only 12 aliens played with toys.	only 12 aliens played with toy cars.						neutral
4562	4562	4562	paper:non_monotone:lexical_knowledge					only 12 aliens used coins.	only 12 aliens used quarters.						neutral
4563	4563	4563	paper:non_monotone:lexical_knowledge					only 12 aliens drank coke.	only 12 aliens drank soda.						neutral
4564	4564	4564	paper:non_monotone					only 12 aliens ate at mexican restaurants.	only 12 aliens ate at restaurants.						neutral
4565	4565	4565	paper:non_monotone:lexical_knowledge					only 12 aliens played with toy cars.	only 12 aliens played with toys.						neutral
4566	4566	4566	paper:non_monotone:lexical_knowledge					only 12 aliens used quarters.	only 12 aliens used coins.						neutral
4567	4567	4567	paper:non_monotone:lexical_knowledge					exactly 12 aliens ate some meat.	exactly 12 aliens ate some pork.						neutral
4568	4568	4568	paper:non_monotone:lexical_knowledge					exactly 12 aliens watched some sports matches.	exactly 12 aliens watched some baseball matches.						neutral
4569	4569	4569	paper:non_monotone:lexical_knowledge					exactly 12 aliens saw some birds.	exactly 12 aliens saw some doves.						neutral
4570	4570	4570	paper:non_monotone:lexical_knowledge					exactly 12 aliens drove some cars.	exactly 12 aliens drove some suvs.						neutral
4571	4571	4571	paper:non_monotone:lexical_knowledge					exactly 12 aliens ate some pork.	exactly 12 aliens ate some meat.						neutral
4572	4572	4572	paper:non_monotone:lexical_knowledge					exactly 12 aliens watched some baseball matches.	exactly 12 aliens watched some sports matches.						neutral
4573	4573	4573	paper:non_monotone:lexical_knowledge					exactly 12 aliens saw some doves.	exactly 12 aliens saw some birds.						neutral
4574	4574	4574	paper:non_monotone:lexical_knowledge					exactly 12 aliens drove some suvs.	exactly 12 aliens drove some cars.						neutral
4575	4575	4575	paper:non_monotone:lexical_knowledge					only 12 aliens ate some meat.	only 12 aliens ate some pork.						neutral
4576	4576	4576	paper:non_monotone:lexical_knowledge					only 12 aliens watched some sports matches.	only 12 aliens watched some baseball matches.						neutral
4577	4577	4577	paper:non_monotone:lexical_knowledge					only 12 aliens saw some birds.	only 12 aliens saw some doves.						neutral
4578	4578	4578	paper:non_monotone:lexical_knowledge					only 12 aliens drove some cars.	only 12 aliens drove some suvs.						neutral
4579	4579	4579	paper:non_monotone:lexical_knowledge					only 12 aliens ate some pork.	only 12 aliens ate some meat.						neutral
4580	4580	4580	paper:non_monotone:lexical_knowledge					only 12 aliens watched some baseball matches.	only 12 aliens watched some sports matches.						neutral
4581	4581	4581	paper:non_monotone:lexical_knowledge					only 12 aliens saw some doves.	only 12 aliens saw some birds.						neutral
4582	4582	4582	paper:non_monotone:lexical_knowledge					only 12 aliens drove some suvs.	only 12 aliens drove some cars.						neutral
4583	4583	4583	paper:upward_monotone:lexical_knowledge					every alien drank soda.	every alien drank coke.						neutral
4584	4584	4584	paper:upward_monotone					every alien ate at restaurants.	every alien ate at mexican restaurants.						neutral
4585	4585	4585	paper:upward_monotone:lexical_knowledge					every alien played with toys.	every alien played with toy cars.						neutral
4586	4586	4586	paper:upward_monotone:lexical_knowledge					every alien used coins.	every alien used quarters.						neutral
4587	4587	4587	paper:upward_monotone:lexical_knowledge					every alien drank coke.	every alien drank soda.						entailment
4588	4588	4588	paper:upward_monotone					every alien ate at mexican restaurants.	every alien ate at restaurants.						entailment
4589	4589	4589	paper:upward_monotone:lexical_knowledge					every alien played with toy cars.	every alien played with toys.						entailment
4590	4590	4590	paper:upward_monotone:lexical_knowledge					every alien used quarters.	every alien used coins.						entailment
4591	4591	4591	paper:upward_monotone:lexical_knowledge					many aliens drank soda.	many aliens drank coke.						neutral
4592	4592	4592	paper:upward_monotone					many aliens ate at restaurants.	many aliens ate at mexican restaurants.						neutral
4593	4593	4593	paper:upward_monotone:lexical_knowledge					many aliens played with toys.	many aliens played with toy cars.						neutral
4594	4594	4594	paper:upward_monotone:lexical_knowledge					many aliens used coins.	many aliens used quarters.						neutral
4595	4595	4595	paper:upward_monotone:lexical_knowledge					many aliens drank coke.	many aliens drank soda.						entailment
4596	4596	4596	paper:upward_monotone					many aliens ate at mexican restaurants.	many aliens ate at restaurants.						entailment
4597	4597	4597	paper:upward_monotone:lexical_knowledge					many aliens played with toy cars.	many aliens played with toys.						entailment
4598	4598	4598	paper:upward_monotone:lexical_knowledge					many aliens used quarters.	many aliens used coins.						entailment
4599	4599	4599	paper:upward_monotone:lexical_knowledge					the purple alien drank soda.	the purple alien drank coke.						neutral
4600	4600	4600	paper:upward_monotone					the purple alien ate at restaurants.	the purple alien ate at mexican restaurants.						neutral
4601	4601	4601	paper:upward_monotone:lexical_knowledge					the purple alien played with toys.	the purple alien played with toy cars.						neutral
4602	4602	4602	paper:upward_monotone:lexical_knowledge					the purple alien used coins.	the purple alien used quarters.						neutral
4603	4603	4603	paper:upward_monotone:lexical_knowledge					the yellow alien drank coke.	the yellow alien drank soda.						entailment
4604	4604	4604	paper:upward_monotone					the yellow alien ate at mexican restaurants.	the yellow alien ate at restaurants.						entailment
4605	4605	4605	paper:upward_monotone:lexical_knowledge					the yellow alien played with toy cars.	the yellow alien played with toys.						entailment
4606	4606	4606	paper:upward_monotone:lexical_knowledge					the yellow alien used quarters.	the yellow alien used coins.						entailment
4607	4607	4607	paper:upward_monotone:lexical_knowledge					every alien ate some meat.	every alien ate some pork.						neutral
4608	4608	4608	paper:upward_monotone:lexical_knowledge					every alien watched some sports matches.	every alien watched some baseball matches.						neutral
4609	4609	4609	paper:upward_monotone:lexical_knowledge					every alien saw some birds.	every alien saw some doves.						neutral
4610	4610	4610	paper:upward_monotone:lexical_knowledge					every alien drove some cars.	every alien drove some suvs.						neutral
4611	4611	4611	paper:upward_monotone:lexical_knowledge					every alien ate some pork.	every alien ate some meat.						entailment
4612	4612	4612	paper:upward_monotone:lexical_knowledge					every alien watched some baseball matches.	every alien watched some sports matches.						entailment
4613	4613	4613	paper:upward_monotone:lexical_knowledge					every alien saw some doves.	every alien saw some birds.						entailment
4614	4614	4614	paper:upward_monotone:lexical_knowledge					every alien drove some suvs.	every alien drove some cars.						entailment
4615	4615	4615	paper:upward_monotone:lexical_knowledge					many aliens ate some meat.	many aliens ate some pork.						neutral
4616	4616	4616	paper:upward_monotone:lexical_knowledge					many aliens watched some sports matches.	many aliens watched some baseball matches.						neutral
4617	4617	4617	paper:upward_monotone:lexical_knowledge					many aliens saw some birds.	many aliens saw some doves.						neutral
4618	4618	4618	paper:upward_monotone:lexical_knowledge					many aliens drove some cars.	many aliens drove some suvs.						neutral
4619	4619	4619	paper:upward_monotone:lexical_knowledge					many aliens ate some pork.	many aliens ate some meat.						entailment
4620	4620	4620	paper:upward_monotone:lexical_knowledge					many aliens watched some baseball matches.	many aliens watched some sports matches.						entailment
4621	4621	4621	paper:upward_monotone:lexical_knowledge					many aliens saw some doves.	many aliens saw some birds.						entailment
4622	4622	4622	paper:upward_monotone:lexical_knowledge					many aliens drove some suvs.	many aliens drove some cars.						entailment
4623	4623	4623	paper:upward_monotone:lexical_knowledge					the red alien ate some meat.	the red alien ate some pork.						neutral
4624	4624	4624	paper:upward_monotone:lexical_knowledge					the red alien watched some sports matches.	the red alien watched some baseball matches.						neutral
4625	4625	4625	paper:upward_monotone:lexical_knowledge					the red alien saw some birds.	the red alien saw some doves.						neutral
4626	4626	4626	paper:upward_monotone:lexical_knowledge					the red alien drove some cars.	the red alien drove some suvs.						neutral
4627	4627	4627	paper:upward_monotone:lexical_knowledge					the blue alien ate some pork.	the blue alien ate some meat.						entailment
4628	4628	4628	paper:upward_monotone:lexical_knowledge					the blue alien watched some baseball matches.	the blue alien watched some sports matches.						entailment
4629	4629	4629	paper:upward_monotone:lexical_knowledge					the blue alien saw some doves.	the blue alien saw some birds.						entailment
4630	4630	4630	paper:upward_monotone:lexical_knowledge					the blue alien drove some suvs.	the blue alien drove some cars.						entailment
4631	4631	4631	paper:downward_monotone:lexical_knowledge					few aliens ate any meat.	few aliens ate any pork.						entailment
4632	4632	4632	paper:downward_monotone					few aliens ate at any restaurants.	few aliens ate at any mexican restaurants.						entailment
4633	4633	4633	paper:downward_monotone:lexical_knowledge					few aliens saw any birds.	few aliens saw any doves.						entailment
4634	4634	4634	paper:downward_monotone:lexical_knowledge					few aliens used any coins.	few aliens used any quarters.						entailment
4635	4635	4635	paper:downward_monotone:lexical_knowledge					few aliens ate any pork.	few aliens ate any meat.						neutral
4636	4636	4636	paper:downward_monotone					few aliens ate at any mexican restaurants.	few aliens ate at any restaurants.						neutral
4637	4637	4637	paper:downward_monotone:lexical_knowledge					few aliens saw any doves.	few aliens saw any birds.						neutral
4638	4638	4638	paper:downward_monotone:lexical_knowledge					few aliens used any quarters.	few aliens used any coins.						neutral
4639	4639	4639	paper:downward_monotone:lexical_knowledge					the red alien did not eat any meat.	the red alien did not eat any pork.						entailment
4640	4640	4640	paper:downward_monotone					the red alien did not eat at any restaurants.	the red alien did not eat at any mexican restaurants.						entailment
4641	4641	4641	paper:downward_monotone:lexical_knowledge					the red alien did not see any birds.	the red alien did not see any doves.						entailment
4642	4642	4642	paper:downward_monotone:lexical_knowledge					the red alien did not use any coins.	the red alien did not use any quarters.						entailment
4643	4643	4643	paper:downward_monotone:lexical_knowledge					the blue alien did not eat any pork.	the blue alien did not eat any meat.						neutral
4644	4644	4644	paper:downward_monotone					the blue alien did not eat at any mexican restaurants.	the blue alien did not eat at any restaurants.						neutral
4645	4645	4645	paper:downward_monotone:lexical_knowledge					the blue alien did not see any doves.	the blue alien did not see any birds.						neutral
4646	4646	4646	paper:downward_monotone:lexical_knowledge					the blue alien did not use any quarters.	the blue alien did not use any coins.						neutral
4647	4647	4647	paper:downward_monotone:lexical_knowledge					no alien ate any meat.	no alien ate any pork.						entailment
4648	4648	4648	paper:downward_monotone					no alien ate at any restaurants.	no alien ate at any mexican restaurants.						entailment
4649	4649	4649	paper:downward_monotone:lexical_knowledge					no alien saw any birds.	no alien saw any doves.						entailment
4650	4650	4650	paper:downward_monotone:lexical_knowledge					no alien used any coins.	no alien used any quarters.						entailment
4651	4651	4651	paper:downward_monotone:lexical_knowledge					no alien ate any pork.	no alien ate any meat.						neutral
4652	4652	4652	paper:downward_monotone					no alien ate at any mexican restaurants.	no alien ate at any restaurants.						neutral
4653	4653	4653	paper:downward_monotone:lexical_knowledge					no alien saw any doves.	no alien saw any birds.						neutral
4654	4654	4654	paper:downward_monotone:lexical_knowledge					no alien used any quarters.	no alien used any coins.						neutral
4655	4655	4655	paper:non_monotone:lexical_knowledge					exactly 12 aliens ate any meat.	exactly 12 aliens ate any pork.						neutral
4656	4656	4656	paper:non_monotone					exactly 12 aliens ate at any restaurants.	exactly 12 aliens ate at any mexican restaurants.						neutral
4657	4657	4657	paper:non_monotone:lexical_knowledge					exactly 12 aliens saw any birds.	exactly 12 aliens saw any doves.						neutral
4658	4658	4658	paper:non_monotone:lexical_knowledge					exactly 12 aliens used any coins.	exactly 12 aliens used any quarters.						neutral
4659	4659	4659	paper:non_monotone:lexical_knowledge					exactly 12 aliens ate any pork.	exactly 12 aliens ate any meat.						neutral
4660	4660	4660	paper:non_monotone					exactly 12 aliens ate at any mexican restaurants.	exactly 12 aliens ate at any restaurants.						neutral
4661	4661	4661	paper:non_monotone:lexical_knowledge					exactly 12 aliens saw any doves.	exactly 12 aliens saw any birds.						neutral
4662	4662	4662	paper:non_monotone:lexical_knowledge					exactly 12 aliens used any quarters.	exactly 12 aliens used any coins.						neutral
4663	4663	4663	paper:non_monotone:lexical_knowledge					only 12 aliens ate any meat.	only 12 aliens ate any pork.						neutral
4664	4664	4664	paper:non_monotone					only 12 aliens ate at any restaurants.	only 12 aliens ate at any mexican restaurants.						neutral
4665	4665	4665	paper:non_monotone:lexical_knowledge					only 12 aliens saw any birds.	only 12 aliens saw any doves.						neutral
4666	4666	4666	paper:non_monotone:lexical_knowledge					only 12 aliens used any coins.	only 12 aliens used any quarters.						neutral
4667	4667	4667	paper:non_monotone:lexical_knowledge					only 12 aliens ate any pork.	only 12 aliens ate any meat.						neutral
4668	4668	4668	paper:non_monotone					only 12 aliens ate at any mexican restaurants.	only 12 aliens ate at any restaurants.						neutral
4669	4669	4669	paper:non_monotone:lexical_knowledge					only 12 aliens saw any doves.	only 12 aliens saw any birds.						neutral
4670	4670	4670	paper:non_monotone:lexical_knowledge					only 12 aliens used any quarters.	only 12 aliens used any coins.						neutral
4671	4671	4671	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank some soda.	exactly 12 aliens drank some coke.						neutral
4672	4672	4672	paper:non_monotone:lexical_knowledge					exactly 12 aliens read some books.	exactly 12 aliens read some sci-fi novels.						neutral
4673	4673	4673	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with some toys.	exactly 12 aliens played with some toy cars.						neutral
4674	4674	4674	paper:non_monotone					exactly 12 aliens threw some balls.	exactly 12 aliens threw some tennis balls.						neutral
4675	4675	4675	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank some coke.	exactly 12 aliens drank some soda.						neutral
4676	4676	4676	paper:non_monotone:lexical_knowledge					exactly 12 aliens read some sci-fi novels.	exactly 12 aliens read some books.						neutral
4677	4677	4677	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with some toy cars.	exactly 12 aliens played with some toys.						neutral
4678	4678	4678	paper:non_monotone					exactly 12 aliens threw some tennis balls.	exactly 12 aliens threw some balls.						neutral
4679	4679	4679	paper:non_monotone:lexical_knowledge					only 12 aliens drank some soda.	only 12 aliens drank some coke.						neutral
4680	4680	4680	paper:non_monotone:lexical_knowledge					only 12 aliens read some books.	only 12 aliens read some sci-fi novels.						neutral
4681	4681	4681	paper:non_monotone:lexical_knowledge					only 12 aliens played with some toys.	only 12 aliens played with some toy cars.						neutral
4682	4682	4682	paper:non_monotone					only 12 aliens threw some balls.	only 12 aliens threw some tennis balls.						neutral
4683	4683	4683	paper:non_monotone:lexical_knowledge					only 12 aliens drank some coke.	only 12 aliens drank some soda.						neutral
4684	4684	4684	paper:non_monotone:lexical_knowledge					only 12 aliens read some sci-fi novels.	only 12 aliens read some books.						neutral
4685	4685	4685	paper:non_monotone:lexical_knowledge					only 12 aliens played with some toy cars.	only 12 aliens played with some toys.						neutral
4686	4686	4686	paper:non_monotone					only 12 aliens threw some tennis balls.	only 12 aliens threw some balls.						neutral
4687	4687	4687	paper:upward_monotone:lexical_knowledge					every alien drank some soda.	every alien drank some coke.						neutral
4688	4688	4688	paper:upward_monotone:lexical_knowledge					every alien read some books.	every alien read some sci-fi novels.						neutral
